Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age
Master,Together,70.545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,69
Basic,Married,17.487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,32
Bachelor,Together,62.882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,52
PhD,Single,64.108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,68
Master,Together,34.941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,65
PhD,Single,48.767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,71
Master,Together,38.702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,43
Bachelor,Married,82.224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,57
Bachelor,Together,83.844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,69
Master,Married,17.003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,46
Bachelor,Single,71.163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,26
Bachelor,Single,33.697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,51
Master,Married,63.564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,67
PhD,Together,83.443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,49
PhD,Together,51.518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,63
Bachelor,Widow,58.33,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,46
Bachelor,Married,80.952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,52
Bachelor,Together,75.507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,42
Master,Together,63.855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,43
PhD,Together,62.22,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,49
Bachelor,Married,58.512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,57
Master,Married,40.662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,42
PhD,Married,38.829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,62
Master,Married,35.523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,40
Bachelor,Single,79.146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,54
Master,Married,78.285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,33
PhD,Single,31.626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,43
Bachelor,Single,75.127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,69
Bachelor,Married,48.726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,66
Bachelor,Married,74.985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,44
Bachelor,Together,67.43,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,34
Master,Married,46.891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,56
Master,Married,62.058,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,65
Bachelor,Married,72.063,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,42
PhD,Married,78.939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,70
Bachelor,Single,42.72,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,56
Bachelor,Married,33.622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,49
PhD,Together,6.835,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,64
Bachelor,Together,41.452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,68
PhD,Single,40.76,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,56
PhD,Together,74.25,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,63
Master,Single,51.124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,66
Bachelor,Single,72.258,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,50
PhD,Single,71.466,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,47
Bachelor,Together,36.283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,45
Bachelor,Single,20.587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,51
Bachelor,Married,30.467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,49
Bachelor,Together,31.59,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,49
Basic,Married,20.425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,35
Master,Together,17.144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,61
PhD,Divorced,42.564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,53
Master,Married,43.783,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,43
Bachelor,Divorced,40.78,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,45
Master,Together,62.847,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,76
PhD,Married,82.017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,64
Bachelor,Single,16.813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,71
Bachelor,Married,51.267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,43
Bachelor,Single,46.524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,60
Master,Single,45.183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,59
PhD,Married,70.421,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,67
Master,Divorced,60.161,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,56
Bachelor,Together,73.926,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,48
Bachelor,Married,19.329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,53
Master,Married,61.872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,51
Bachelor,Widow,46.984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,65
Bachelor,Married,34.838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,70
PhD,Single,82.716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,77
Bachelor,Married,48.192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,63
Master,Married,49.681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,45
Master,Married,56.85,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,50
Bachelor,Married,55.267,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,64
Bachelor,Married,59.666,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,49
Bachelor,Single,72.504,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,49
Bachelor,Married,26.872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,40
Bachelor,Single,21.359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,49
Bachelor,Single,73.17,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,46
Master,Married,52.75,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,66
PhD,Together,91.82,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,35
PhD,Together,65.968,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,51
Bachelor,Married,30.772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,45
Bachelor,Single,22.507,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,67
Bachelor,Married,65.685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,49
Master,Married,25.804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,43
PhD,Single,76.412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,41
Bachelor,Married,22.063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,49
Bachelor,Single,57.091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,60
Bachelor,Married,22.419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,58
Bachelor,Together,87.771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,62
Master,Divorced,78.353,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,62
Bachelor,Married,93.404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,67
Bachelor,Divorced,37.859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,59
PhD,Widow,80.995,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,63
Bachelor,Together,16.529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,37
PhD,Divorced,55.412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,45
Bachelor,Single,48.789,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,29
PhD,Together,56.575,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,54
Master,Together,25.13,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,41
Bachelor,Married,35.441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,54
Bachelor,Married,71.391,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,65
Master,Single,49.494,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,49
Bachelor,Divorced,81.702,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,41
Master,Single,45.889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,41
Bachelor,Single,56.628,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,44
Bachelor,Together,34.026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,71
Bachelor,Married,40.049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,47
Bachelor,Single,34.176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,33
Bachelor,Married,19.419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,40
Master,Married,82.504,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,61
Bachelor,Together,81.205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,51
Master,Single,61.618,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,30
Master,Single,55.284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,65
Bachelor,Single,49.98,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,58
Bachelor,Married,15.072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,41
Bachelor,Single,49.166,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,47
PhD,Married,65.324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,67
Master,Married,82.347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,64
PhD,Together,30.843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,55
PhD,Married,46.374,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,47
Bachelor,Single,60.474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,42
Master,Married,38.576,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,48
Bachelor,Married,55.357,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,36
Bachelor,Together,37.758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,55
Master,Married,85.71,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,32
Bachelor,Together,23.228,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,52
Master,Together,44.602,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,52
Bachelor,Married,7.5,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,34
Master,Together,38.683,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,32
Master,Single,49.514,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,46
PhD,Together,57.906,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,48
Master,Single,43.456,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,55
Master,Single,19.485,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,35
Bachelor,Together,53.172,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,43
Bachelor,Together,30.545,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,42
PhD,Together,70.123,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,38
Bachelor,Single,62.45,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,62
Bachelor,Together,21.675,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,45
Master,Single,42.395,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,40
Master,Together,61.346,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,43
Bachelor,Together,80.812,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,68
Master,Divorced,42.835,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,50
Bachelor,Married,39.922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,38
Master,Single,86.424,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,65
Master,Together,17.117,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,43
Bachelor,Single,24.762,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,49
Bachelor,Married,35.797,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,46
Bachelor,Divorced,36.627,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,46
Master,Married,51.111,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,40
PhD,Single,86.857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,49
PhD,Together,82.072,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,51
PhD,Single,46.231,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,68
Bachelor,Married,42.243,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,62
Bachelor,Together,51.195,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,59
Master,Single,68.092,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,43
Bachelor,Married,31.814,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,48
Master,Widow,51.39,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,56
Bachelor,Married,76.63,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,38
Basic,Single,26.868,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,30
PhD,Divorced,48.948,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,78
PhD,Single,55.26,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,49
Bachelor,Together,64.09,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,65
Bachelor,Divorced,78.331,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,63
PhD,Married,37.087,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,47
Bachelor,Divorced,21.846,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,35
Bachelor,Married,81.32,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,63
Bachelor,Divorced,54.137,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,51
Bachelor,Together,66.825,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,54
Bachelor,Together,57.1,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,48
Bachelor,Together,58.917,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,52
Bachelor,Single,85.072,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,44
Bachelor,Single,86.429,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,60
Bachelor,Widow,45.684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,50
Bachelor,Together,47.889,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,47
PhD,Married,45.921,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,35
PhD,Single,78.42,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,55
Bachelor,Together,75.114,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,29
PhD,Widow,52.278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,58
Master,Married,35.641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,49
Bachelor,Single,95.529,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,27
Bachelor,Married,62.82,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,67
Master,Together,73.113,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,61
PhD,Married,84.169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,39
Master,Single,42.607,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,67
PhD,Single,74.637,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,67
PhD,Together,46.015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,66
Bachelor,Single,72.354,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,28
Master,Single,39.858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,52
PhD,Married,34.469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,73
Bachelor,Together,83.033,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,35
Master,Together,24.401,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,42
Bachelor,Married,77.583,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,43
Master,Single,74.116,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,39
Bachelor,Single,74.293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,28
PhD,Married,68.397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,45
PhD,Together,79.632,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,47
Bachelor,Single,46.107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,32
PhD,Single,64.95,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,70
Basic,Married,25.443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,32
Bachelor,Single,75.127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,69
PhD,Together,32.892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,50
Bachelor,Together,71.796,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,50
PhD,Married,67.536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,51
Bachelor,Single,55.239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,50
PhD,Divorced,60.554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,46
Master,Single,64.831,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,69
PhD,Together,56.067,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,59
Bachelor,Divorced,82.025,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,38
Bachelor,Together,94.384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,68
Basic,Single,14.906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,35
PhD,Married,51.563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,34
Master,Married,57.937,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,39
Bachelor,Divorced,68.274,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,42
Bachelor,Together,39.771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,44
Master,Divorced,67.893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,46
PhD,Together,27.922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,42
PhD,Together,52.19,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,45
Master,Divorced,44.051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,48
PhD,Single,42.767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,50
Master,Together,46.106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,45
PhD,Married,16.927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,45
Bachelor,Married,59.754,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,56
Bachelor,Single,53.7,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,69
Bachelor,Married,59.041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,48
PhD,Divorced,54.237,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,64
Bachelor,Divorced,70.647,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,54
PhD,Single,52.597,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,59
Master,Together,41.021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,52
PhD,Married,40.233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,46
Bachelor,Married,50.183,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,41
Bachelor,Together,54.753,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,62
Bachelor,Married,92.955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,48
Bachelor,Married,33.471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,48
PhD,Married,34.596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,47
Bachelor,Together,44.01,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,41
Bachelor,Married,84.219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,33
PhD,Together,40.706,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,53
Master,Married,15.716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,33
Master,Divorced,59.052,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,62
Master,Together,80.573,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,50
Bachelor,Married,83.715,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,59
Master,Together,82.576,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,62
Master,Married,56.962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,56
Bachelor,Married,35.704,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,69
Bachelor,Together,53.103,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,67
Master,Widow,46.779,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,61
Bachelor,Divorced,4.861,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,56
Master,Divorced,33.462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,42
